110,brain_coral,koala1000_110,animal,invertebrate,crustacean
111,flatworm,koala1000_111,animal,invertebrate,worm
112,roundworm,koala1000_112,animal,invertebrate,worm
113,conch,koala1000_113,animal,invertebrate,crustacean
114,snail,koala1000_114,animal,invertebrate,crustacean
115,slug,koala1000_115,animal,invertebrate,crustacean
116,sea_slug,koala1000_116,animal,invertebrate,crustacean
117,chiton,koala1000_117,animal,invertebrate,crustacean
118,chambered_nautilus,koala1000_118,animal,invertebrate,crustacean
119,dungeness_crab,koala1000_119,animal,invertebrate,crustacean
120,rock_crab,koala1000_120,animal,invertebrate,crustacean
121,fiddler_crab,koala1000_121,animal,invertebrate,crustacean
122,king_crab,koala1000_122,animal,invertebrate,crustacean
123,american_lobster,koala1000_123,animal,invertebrate,crustacean
124,spiny_lobster,koala1000_124,animal,invertebrate,crustacean
125,crayfish,koala1000_125,animal,invertebrate,crustacean
126,hermit_crab,koala1000_126,animal,invertebrate,crustacean
127,isopod,koala1000_127,animal,invertebrate,crustacean
128,white_stork,koala1000_128,animal,bird,water_bird
129,black_stork,koala1000_129,animal,bird,water_bird
130,spoonbill,koala1000_130,animal,bird,water_bird
131,flamingo,koala1000_131,animal,bird,water_bird
132,little_blue_heron,koala1000_132,animal,bird,water_bird
133,american_egret,koala1000_133,animal,bird,water_bird
134,bittern,koala1000_134,animal,bird,water_bird
135,crane,koala1000_135,animal,bird,water_bird
136,limpkin,koala1000_136,animal,bird,water_bird
137,european_gallinule,koala1000_137,animal,bird,water_bird
138,american_coot,koala1000_138,animal,bird,water_bird
139,bustard,koala1000_139,animal,bird,water_bird
140,ruddy_turnstone,koala1000_140,animal,bird,water_bird
141,red-backed_sandpiper,koala1000_141,animal,bird,water_bird
142,redshank,koala1000_142,animal,bird,water_bird
143,dowitcher,koala1000_143,animal,bird,water_bird
144,oystercatcher,koala1000_144,animal,bird,water_bird
145,pelican,koala1000_145,animal,bird,water_bird
146,king_penguin,koala1000_146,animal,bird,water_bird
147,albatross,koala1000_147,animal,bird,water_bird
148,grey_whale,koala1000_148,animal,sea_mammal,whale
149,killer_whale,koala1000_149,animal,fish,shark
150,dugong,koala1000_150,animal,mammal,manatee
151,sea_lion,koala1000_151,animal,mammal,sea_lion
152,chihuahua,koala1000_152,animal,mammal,toy_dog
153,japanese_spaniel,koala1000_153,animal,mammal,toy_dog
154,maltese_dog,koala1000_154,animal,mammal,toy_dog
155,pekinese,koala1000_155,animal,mammal,toy_dog
156,shih-tzu,koala1000_156,animal,mammal,toy_dog
157,blenheim_spaniel,koala1000_157,animal,mammal,toy_dog
158,papillon,koala1000_158,animal,mammal,toy_dog
159,toy_terrier,koala1000_159,animal,mammal,toy_dog
160,rhodesian_ridgeback,koala1000_160,animal,mammal,hunting_dog
161,afghan_hound,koala1000_161,animal,mammal,hunting_dog
162,basset,koala1000_162,animal,mammal,hunting_dog
163,beagle,koala1000_163,animal,mammal,hunting_dog
164,bloodhound,koala1000_164,animal,mammal,hunting_dog
165,bluetick,koala1000_165,animal,mammal,hunting_dog
166,black-and-tan_coonhound,koala1000_166,animal,mammal,hunting_dog
167,walker_hound,koala1000_167,animal,mammal,hunting_dog
168,wnglish_foxhound,koala1000_168,animal,mammal,hunting_dog
169,redbone,koala1000_169,animal,mammal,hunting_dog
170,borzoi,koala1000_170,animal,mammal,hunting_dog
171,irish_wolfhound,koala1000_171,animal,mammal,hunting_dog
172,italian_greyhound,koala1000_172,animal,mammal,hunting_dog
173,whippet,koala1000_173,animal,mammal,hunting_dog
174,ibizan_hound,koala1000_174,animal,mammal,hunting_dog
175,norwegian_elkhound,koala1000_175,animal,mammal,hunting_dog
176,otterhound,koala1000_176,animal,mammal,hunting_dog
177,saluki,koala1000_177,animal,mammal,hunting_dog
178,scottish_deerhound,koala1000_178,animal,mammal,hunting_dog
179,weimaraner,koala1000_179,animal,mammal,hunting_dog
180,staffordshire_bullterrier,koala1000_180,animal,mammal,hunting_dog
181,armerican_staffordshire_terrier,koala1000_181,animal,mammal,hunting_dog
182,bedlington_terrier,koala1000_182,animal,mammal,hunting_dog
183,border_terrier,koala1000_183,animal,mammal,hunting_dog
184,kerry_blue_terrier,koala1000_184,animal,mammal,hunting_dog
185,irish_terrier,koala1000_185,animal,mammal,hunting_dog
186,norfolk_terrier,koala1000_186,animal,mammal,hunting_dog
187,norwich_terrier,koala1000_187,animal,mammal,hunting_dog
188,yorkshire_terrier,koala1000_188,animal,mammal,hunting_dog
189,wire-haired_fox_terrier,koala1000_189,animal,mammal,hunting_dog
190,lakeland_terrier,koala1000_190,animal,mammal,hunting_dog
191,sealyham_terrier,koala1000_191,animal,mammal,hunting_dog
192,airedale,koala1000_192,animal,mammal,hunting_dog
193,cairn,koala1000_193,animal,mammal,hunting_dog
194,australian_terrier,koala1000_194,animal,mammal,hunting_dog
195,dandie_dinmont,koala1000_195,animal,mammal,hunting_dog
196,boston_bull,koala1000_196,animal,mammal,hunting_dog
197,miniature_schnauzer,koala1000_197,animal,mammal,hunting_dog
198,giant_schnauzer,koala1000_198,animal,mammal,hunting_dog
199,standard_schnauzer,koala1000_199,animal,mammal,hunting_dog
200,scotch_terrier,koala1000_200,animal,mammal,hunting_dog
201,tibetan_terrier,koala1000_201,animal,mammal,hunting_dog
202,silky_terrier,koala1000_202,animal,mammal,hunting_dog
203,soft-coated_wheaten_terrier,koala1000_203,animal,mammal,hunting_dog
204,west_highland_white_terrier,koala1000_204,animal,mammal,hunting_dog
205,lhasa,koala1000_205,animal,mammal,hunting_dog
206,flat-coated_retriever,koala1000_206,animal,mammal,hunting_dog
207,curly-coated_retriever,koala1000_207,animal,mammal,hunting_dog
208,golden_retriever,koala1000_208,animal,mammal,hunting_dog
209,labrador_retriever,koala1000_209,animal,mammal,hunting_dog
210,chesapeake_bay_retriever,koala1000_210,animal,mammal,hunting_dog
211,german_short-haired_pointer,koala1000_211,animal,mammal,hunting_dog
212,vizsla,koala1000_212,animal,mammal,hunting_dog
213,english_setter,koala1000_213,animal,mammal,hunting_dog
214,irish_setter,koala1000_214,animal,mammal,hunting_dog
215,gordon_setter,koala1000_215,animal,mammal,hunting_dog
216,brittany_spaniel,koala1000_216,animal,mammal,hunting_dog
217,clumber,koala1000_217,animal,mammal,hunting_dog
218,english_springer,koala1000_218,animal,mammal,hunting_dog
219,welsh_springer_spaniel,koala1000_219,animal,mammal,hunting_dog
220,cocker_spaniel,koala1000_220,animal,mammal,hunting_dog
221,sussex_spaniel,koala1000_221,animal,mammal,hunting_dog
222,irish_water_spaniel,koala1000_222,animal,mammal,hunting_dog
223,kuvasz,koala1000_223,animal,mammal,working_dog
224,schipperke,koala1000_224,animal,mammal,working_dog
225,groenendael,koala1000_225,animal,mammal,working_dog
226,malinois,koala1000_226,animal,mammal,working_dog
227,briard,koala1000_227,animal,mammal,working_dog
228,kelpie,koala1000_228,animal,mammal,working_dog
229,komondor,koala1000_229,animal,mammal,working_dog
230,old_english_sheepdog,koala1000_230,animal,mammal,working_dog
231,shetland_sheepdog,koala1000_231,animal,mammal,working_dog
232,collie,koala1000_232,animal,mammal,working_dog
233,border_collie,koala1000_233,animal,mammal,working_dog
234,bouvier_des_flandres,koala1000_234,animal,mammal,working_dog
235,rottweiler,koala1000_235,animal,mammal,working_dog
236,german_shepherd,koala1000_236,animal,mammal,working_dog
237,doberman,koala1000_237,animal,mammal,working_dog
238,miniature_pinscher,koala1000_238,animal,mammal,working_dog
239,greater_swiss_mountain_dog,koala1000_239,animal,mammal,working_dog
240,bernese_mountain_dog,koala1000_240,animal,mammal,working_dog
241,appenzeller,koala1000_241,animal,mammal,working_dog
242,entle_bucher,koala1000_242,animal,mammal,working_dog
243,boxer,koala1000_243,animal,mammal,working_dog
244,bull_mastiff,koala1000_244,animal,mammal,working_dog
245,tibetan_mastiff,koala1000_245,animal,mammal,working_dog
246,french_bulldog,koala1000_246,animal,mammal,working_dog
247,great_dane,koala1000_247,animal,mammal,working_dog
248,saint_bernard,koala1000_248,animal,mammal,working_dog
249,eskimo_dog,koala1000_249,animal,mammal,working_dog
250,malamute,koala1000_250,animal,mammal,working_dog
251,siberian_husky,koala1000_251,animal,mammal,working_dog
252,dalmatian,koala1000_252,animal,mammal,hunting_dog
253,affenpinscher,koala1000_253,animal,mammal,working_dog
254,basenji,koala1000_254,animal,mammal,hunting_dog
255,pug,koala1000_255,animal,mammal,toy_dog
256,leonberg,koala1000_256,animal,mammal,working_dog
257,newfoundland,koala1000_257,animal,mammal,working_dog
258,great_pyrenees,koala1000_258,animal,mammal,working_dog
259,samoyed,koala1000_259,animal,mammal,working_dog
260,pomeranian,koala1000_260,animal,mammal,working_dog
261,chow,koala1000_261,animal,mammal,working_dog
262,keeshond,koala1000_262,animal,mammal,working_dog
263,brabancon_griffon,koala1000_263,animal,mammal,toy_dog
264,pembroke,koala1000_264,animal,mammal,working_dog
265,cardigan,koala1000_265,animal,mammal,working_dog
266,toy_poodle,koala1000_266,animal,mammal,toy_dog
267,miniature_poodle,koala1000_267,animal,mammal,toy_dog
268,standard_poodle,koala1000_268,animal,mammal,toy_dog
269,mexican_hairless,koala1000_269,animal,mammal,toy_dog
270,timber_wolf,koala1000_270,animal,mammal,wolf
271,white_wolf,koala1000_271,animal,mammal,wolf
272,red_wolf,koala1000_272,animal,mammal,wolf
273,coyote,koala1000_273,animal,mammal,wolf
274,dingo,koala1000_274,animal,mammal,wild_dog
275,dhole,koala1000_275,animal,mammal,wild_dog
276,african_hunting_dog,koala1000_276,animal,mammal,wild_dog
277,hyena,koala1000_277,animal,mammal,wild_dog
278,red_fox,koala1000_278,animal,mammal,fox
279,kit_fox,koala1000_279,animal,mammal,fox
280,arctic_fox,koala1000_280,animal,mammal,fox
281,grey_fox,koala1000_281,animal,mammal,fox
282,tabby,koala1000_282,animal,mammal,cat
283,tiger_cat,koala1000_283,animal,mammal,cat
284,persian_cat,koala1000_284,animal,mammal,cat
285,siamese_cat,koala1000_285,animal,mammal,cat
286,egyptian_cat,koala1000_286,animal,mammal,cat
287,cougar,koala1000_287,animal,mammal,cat
288,lynx,koala1000_288,animal,mammal,cat
289,leopard,koala1000_289,animal,mammal,cat
290,snow_leopard,koala1000_290,animal,mammal,cat
291,jaguar,koala1000_291,animal,mammal,cat
292,lion,koala1000_292,animal,mammal,cat
293,tiger,koala1000_293,animal,mammal,cat
294,cheetah,koala1000_294,animal,mammal,cat
295,brown_bear,koala1000_295,animal,mammal,bear
296,american_black_bear,koala1000_296,animal,mammal,bear
297,ice_bear,koala1000_297,animal,mammal,bear
298,sloth_bear,koala1000_298,animal,mammal,bear
299,mongoose,koala1000_299,animal,mammal,cat
300,meerkat,koala1000_300,animal,mammal,cat
301,tiger_beetle,koala1000_301,animal,invertebrate,insect
302,ladybug,koala1000_302,animal,invertebrate,insect
303,ground_beetle,koala1000_303,animal,invertebrate,insect
304,long-horned_beetle,koala1000_304,animal,invertebrate,insect
305,leaf_beetle,koala1000_305,animal,invertebrate,insect
306,dung_beetle,koala1000_306,animal,invertebrate,insect
307,rhinoceros_beetle,koala1000_307,animal,invertebrate,insect
308,weevil,koala1000_308,animal,invertebrate,insect
309,fly,koala1000_309,animal,invertebrate,insect
310,bee,koala1000_310,animal,invertebrate,insect
311,ant,koala1000_311,animal,invertebrate,insect
312,grasshopper,koala1000_312,animal,invertebrate,insect
313,cricket,koala1000_313,animal,invertebrate,insect
314,walking_stick,koala1000_314,animal,invertebrate,insect
315,cockroach,koala1000_315,animal,invertebrate,insect
316,mantis,koala1000_316,animal,invertebrate,insect
317,cicada,koala1000_317,animal,invertebrate,insect
318,leafhopper,koala1000_318,animal,invertebrate,insect
319,lacewing,koala1000_319,animal,invertebrate,insect
320,dragonfly,koala1000_320,animal,invertebrate,insect
321,damselfly,koala1000_321,animal,invertebrate,insect
322,admiral,koala1000_322,animal,invertebrate,insect
323,ringlet,koala1000_323,animal,invertebrate,insect
324,monarch,koala1000_324,animal,invertebrate,insect
325,cabbage_butterfly,koala1000_325,animal,invertebrate,insect
326,sulphur_butterfly,koala1000_326,animal,invertebrate,insect
327,lycaenid,koala1000_327,animal,invertebrate,insect
328,starfish,koala1000_328,animal,invertebrate,crustacean
329,sea_urchin,koala1000_329,animal,invertebrate,crustacean
330,sea_cucumber,koala1000_330,animal,invertebrate,crustacean
331,wood_rabbit,koala1000_331,animal,mammal,rabbit
332,hare,koala1000_332,animal,mammal,rabbit
333,angora,koala1000_333,animal,mammal,rabbit
334,hamster,koala1000_334,animal,mammal,rodent
335,porcupine,koala1000_335,animal,mammal,rodent
336,fox_squirrel,koala1000_336,animal,mammal,rodent
337,marmot,koala1000_337,animal,mammal,rodent
338,beaver,koala1000_338,animal,mammal,rodent
339,guinea_pig,koala1000_339,animal,mammal,rodent
340,sorrel,koala1000_340,animal,mammal,hoofed_animal
341,zebra,koala1000_341,animal,mammal,hoofed_animal
342,hog,koala1000_342,animal,mammal,swine
343,wild_boar,koala1000_343,animal,mammal,swine
344,warthog,koala1000_344,animal,mammal,swine
345,hippopotamus,koala1000_345,animal,mammal,hoofed_animal
346,ox,koala1000_346,animal,mammal,ruminant
347,water_buffalo,koala1000_347,animal,mammal,ruminant
348,bison,koala1000_348,animal,mammal,ruminant
349,ram,koala1000_349,animal,mammal,ruminant
350,bighorn,koala1000_350,animal,mammal,ruminant
351,ibex,koala1000_351,animal,mammal,ruminant
352,hartebeest,koala1000_352,animal,mammal,ruminant
353,impala,koala1000_353,animal,mammal,ruminant
354,gazelle,koala1000_354,animal,mammal,ruminant
355,arabian_camel,koala1000_355,animal,mammal,hoofed_animal
356,llama,koala1000_356,animal,mammal,hoofed_animal
357,weasel,koala1000_357,animal,mammal,marten
358,mink,koala1000_358,animal,mammal,marten
359,polecat,koala1000_359,animal,mammal,marten
360,black-footed_ferret,koala1000_360,animal,mammal,marten
361,otter,koala1000_361,animal,mammal,marten
362,skunk,koala1000_362,animal,mammal,marten
363,badger,koala1000_363,animal,mammal,marten
364,armadillo,koala1000_364,animal,mammal,edentate
365,three-toed_sloth,koala1000_365,animal,mammal,edentate
366,orangutan,koala1000_366,animal,mammal,primate
367,gorilla,koala1000_367,animal,mammal,primate
368,chimpanzee,koala1000_368,animal,mammal,primate
369,gibbon,koala1000_369,animal,mammal,primate
370,siamang,koala1000_370,animal,mammal,primate
371,guenon,koala1000_371,animal,mammal,primate
372,patas,koala1000_372,animal,mammal,primate
373,baboon,koala1000_373,animal,mammal,primate
374,macaque,koala1000_374,animal,mammal,primate
375,langur,koala1000_375,animal,mammal,primate
376,colobus,koala1000_376,animal,mammal,primate
377,proboscis_monkey,koala1000_377,animal,mammal,primate
378,marmoset,koala1000_378,animal,mammal,primate
379,capuchin,koala1000_379,animal,mammal,primate
380,howler_monkey,koala1000_380,animal,mammal,primate
381,titi,koala1000_381,animal,mammal,primate
382,spider_monkey,koala1000_382,animal,mammal,primate
383,squirrel_monkey,koala1000_383,animal,mammal,primate
384,madagascar_cat,koala1000_384,animal,mammal,primate
385,indri,koala1000_385,animal,mammal,primate
386,indian_elephant,koala1000_386,animal,mammal,elephant
387,african_elephant,koala1000_387,animal,mammal,elephant
388,lesser_panda,koala1000_388,animal,mammal,bear
389,giant_panda,koala1000_389,animal,mammal,bear
390,barracouta,koala1000_390,animal,fish,fish
391,eel,koala1000_391,animal,fish,fish
392,coho,koala1000_392,animal,fish,fish
393,rock_beauty,koala1000_393,animal,fish,fish
394,anemone_fish,koala1000_394,animal,fish,fish
395,sturgeon,koala1000_395,animal,fish,fish
396,gar,koala1000_396,animal,fish,fish
397,lionfish,koala1000_397,animal,fish,fish
398,puffer,koala1000_398,animal,fish,fish
399,abacus,koala1000_399,man_made_thing,measure_instrument,abacus
400,abaya,koala1000_400,wearable,garment,dress
401,academic_gown,koala1000_401,wearable,garment,coat
402,accordion,koala1000_402,man_made_thing,musical_instrument,piano
403,acoustic_guitar,koala1000_403,man_made_thing,musical_instrument,guitar
404,aircraft_carrier,koala1000_404,vehicle,ship,aircraft_carrier
405,airliner,koala1000_405,vehicle,aviation,airplane
406,airship,koala1000_406,vehicle,aviation,airplane
407,altar,koala1000_407,structure_building,building_part,altar_or_stage
408,ambulance,koala1000_408,vehicle,ground_vehicle,utility
409,amphibian,koala1000_409,vehicle,ground_vehicle,amphibian
410,analog_clock,koala1000_410,man_made_thing,small_appliance,clock
411,bee_house,koala1000_411,structure_building,shelter,bee_house
412,apron,koala1000_412,wearable,garment,protective_clothes
413,ashcan,koala1000_413,man_made_thing,container,bin
414,assault_rifle,koala1000_414,man_made_thing,weapon,rifle
415,backpack,koala1000_415,man_made_thing,bag,backpack
416,bakery,koala1000_416,structure_building,commercial_building,shop
417,balance_beam,koala1000_417,man_made_thing,sports_and_toy,gymnastic_bar
418,balloon,koala1000_418,man_made_thing,sports_and_toy,balloon
419,ballpoint,koala1000_419,man_made_thing,utensil,writing_utensil
420,band_aid,koala1000_420,man_made_thing,body_care,medical_accessory
421,banjo,koala1000_421,man_made_thing,musical_instrument,banjo
422,banister,koala1000_422,structure_building,building_part,fence
423,barbell,koala1000_423,man_made_thing,sports_and_toy,weight
424,barber_chair,koala1000_424,furniture,,chair
425,barbershop,koala1000_425,structure_building,commercial_building,shop
426,barn,koala1000_426,structure_building,agricultural_building,barn
427,barometer,koala1000_427,man_made_thing,measure_instrument,barometer
428,barrel,koala1000_428,man_made_thing,container,bucket
429,barrow,koala1000_429,man_made_thing,container,cart
430,baseball,koala1000_430,man_made_thing,sports_and_toy,ball
431,basketball,koala1000_431,man_made_thing,sports_and_toy,ball
432,bassinet,koala1000_432,furniture,,bed
433,bassoon,koala1000_433,man_made_thing,musical_instrument,bassoon
434,bathing_cap,koala1000_434,wearable,headgear,cap
435,towel,koala1000_435,man_made_thing,textile,towel
436,bathtub,koala1000_436,furniture,,tub
437,beach_wagon,koala1000_437,vehicle,ground_vehicle,car
438,lighthouse,koala1000_438,structure_building,free_standing_structure,lighthouse
439,beaker,koala1000_439,man_made_thing,container,beaker
440,bearskin,koala1000_440,wearable,headgear,hat
441,beer_bottle,koala1000_441,man_made_thing,container,bottle
442,beer_glass,koala1000_442,man_made_thing,container,glass
443,bell_cote,koala1000_443,structure_building,free_standing_structure,tower
444,bib,koala1000_444,man_made_thing,textile,bib
445,bicycle,koala1000_445,vehicle,ground_vehicle,bicycle
446,bikini,koala1000_446,wearable,garment,swimsuit
447,binder,koala1000_447,man_made_thing,utensil,paper
448,binoculars,koala1000_448,wearable,,eyewear
449,birdhouse,koala1000_449,structure_building,shelter,birdhouse
450,boathouse,koala1000_450,structure_building,shelter,boathouse
451,bobsled,koala1000_451,vehicle,ground_vehicle,sled
452,bolo_tie,koala1000_452,wearable,accessory,neckwear
453,bonnet,koala1000_453,wearable,headgear,bonnet
454,bookcase,koala1000_454,furniture,,storage_unit
455,bookshop,koala1000_455,structure_building,commercial_building,shop
456,bottle_cap,koala1000_456,man_made_thing,utensil,cover
457,bow,koala1000_457,man_made_thing,sports_and_toy,bow
458,bow_tie,koala1000_458,wearable,accessory,neckwear
459,memorial_plate,koala1000_459,man_made_thing,home_decoration,memorial_plate
460,brassiere,koala1000_460,wearable,garment,underwear
461,mole,koala1000_461,structure_building,free_standing_structure,mole
462,breastplate,koala1000_462,wearable,,armor
463,broom,koala1000_463,man_made_thing,utensil,cleaning_utensil
464,bucket,koala1000_464,man_made_thing,container,bucket
465,buckle,koala1000_465,wearable,accessory,belt
466,bulletproof_vest,koala1000_466,wearable,garment,protective_clothes
467,bullet_train,koala1000_467,vehicle,ground_vehicle,locomotive
468,butcher_shop,koala1000_468,structure_building,commercial_building,shop
469,cab,koala1000_469,vehicle,ground_vehicle,car
470,caldron,koala1000_470,man_made_thing,container,pot
471,candle,koala1000_471,man_made_thing,utensil,lighting
472,cannon,koala1000_472,man_made_thing,weapon,cannon
473,canoe,koala1000_473,vehicle,ship,canoe
474,can_opener,koala1000_474,man_made_thing,utensil,kitchen_utensil
475,cardigan,koala1000_475,wearable,garment,jacket
476,car_mirror,koala1000_476,man_made_thing,vehicle_part,mirror
477,carousel,koala1000_477,structure_building,free_standing_structure,carousel
478,carpenters_kit,koala1000_478,man_made_thing,tool,carpenters_kit
479,carton,koala1000_479,man_made_thing,container,box
480,car_wheel,koala1000_480,man_made_thing,vehicle_part,wheel
481,cash_machine,koala1000_481,man_made_thing,slot_machine_or_atm,cash_machine
482,cassette,koala1000_482,man_made_thing,container,box
483,cassette_player,koala1000_483,man_made_thing,electronic_dev,music_player
484,castle,koala1000_484,structure_building,free_standing_structure,castle
485,catamaran,koala1000_485,vehicle,ship,sailing_ship
486,cd_player,koala1000_486,man_made_thing,electronic_dev,music_player
487,cello,koala1000_487,man_made_thing,musical_instrument,cello
488,cellular_telephone,koala1000_488,man_made_thing,electronic_dev,phone
489,chain,koala1000_489,man_made_thing,building_material,chain
490,chainlink_fence,koala1000_490,structure_building,building_part,fence
491,chain_mail,koala1000_491,wearable,,armor
492,chain_saw,koala1000_492,man_made_thing,tool,chain_saw
493,chest,koala1000_493,furniture,,storage_unit
494,chiffonier,koala1000_494,furniture,,storage_unit
495,chime,koala1000_495,man_made_thing,musical_instrument,bell
496,china_cabinet,koala1000_496,furniture,,storage_unit
497,christmas_stocking,koala1000_497,wearable,,footwear
498,church,koala1000_498,structure_building,religious_building,church
499,cinema,koala1000_499,structure_building,public_building,cinema
500,meat_chopper,koala1000_500,man_made_thing,utensil,kitchen_utensil
501,cliff_dwelling,koala1000_501,structure_building,shelter,cliff_dwelling
502,cloak,koala1000_502,wearable,garment,coat
503,clog,koala1000_503,wearable,,footwear
504,cocktail_shaker,koala1000_504,man_made_thing,container,bottle
505,coffee_mug,koala1000_505,man_made_thing,container,mug
506,coffeepot,koala1000_506,man_made_thing,container,pot
507,coil,koala1000_507,man_made_thing,tool,coil
508,combination_lock,koala1000_508,man_made_thing,utensil,locking_device
509,computer_keyboard,koala1000_509,man_made_thing,electronic_dev,keyboard
510,confectionery,koala1000_510,structure_building,commercial_building,shop
511,container_ship,koala1000_511,vehicle,ship,container_ship
512,convertible,koala1000_512,vehicle,ground_vehicle,car
513,corkscrew,koala1000_513,man_made_thing,utensil,kitchen_utensil
514,cornet,koala1000_514,man_made_thing,musical_instrument,horn
